,APPID,ORG_CDE,CRS_CDE,DIV_CDE,INSTIT_DIV_CDE,CRS_TITLE,CRS_TITLE_2,SHORT_CRS_TITLE_1,SHORT_CRS_TITLE_2,DFLT_CREDIT_HRS,ACTIVE_INACTIVE_ST,FIXED_VAR_CREDIT,LOAD_CONTACT_HRS,CRS_REPEATABLE,GRADE_SCALE_CDE,HONORS_DESIGNATION,TUITION_CDE,REFUND_CDE,DTE_APPROVED,INACT_DISCONT_DTE,PREREQ_CDE,ADV_REQ_CDE,SCHOOL_CDE,IPEDS_CIP_CDE,MAX_ENROLL_DFLT,MIN_ENROLL_DFL,CATALOG_TEXT,ADD_TO_SPECIAL_GPA,CRS_CLOCK_HRS,FIXED_VAR_CLOCK,LECTURE_HRS,LECTURE_LAB_HRS,LAB_HRS,PROG_CATEGORY,CREDIT_TYPE_CDE,HRS_TOWARD_DEGRE,PUBLIC_REGISTRATION,CRS_CAPACITY_DFLT,CRS_AUTHORIZATION_REQ,MUST_PAY,LOC_CDE,MIN_CREDIT_HRS,MAX_CREDIT_HRS,FLEXIBLY_SCHEDULED_CRS,IPEDS_HOUR_TYPE,PESC_COURSE_CREDIT_BASIS_CDE,PESC_COURSE_LEVEL_CDE,VARIABLE_GRADE_TYPE,DISTANCE_EDUCATION,CATALOG_RECORD_FOR_LAB_REPEAT,LAB_REPEATABLE,HRS_TOWARD_DEGRE_LAB,CRS_STATE_TYPE,DEVELOPMENTAL_CRS,INTER_INSTITUTIONAL,DUAL_ENROLLMENT_ALLOWED,IN_DISTRICT,STATE_FUNDED,CIP_EXT,CRS_INSTRTN_METHOD,MIN_CLOCK_HRS,MAX_CLOCK_HRS,EXCLUDE_FROM_DROP_LIMIT,EXCLUDE_FROM_REPEAT_LIMIT,NUMBER_OF_WEEKS,LECTURE_CLOCK_HRS,LAB_CLOCK_HRS,SELF_PACED,DEV_PERFORMANCE_CRS,TIMES_MAY_BE_TAKEN,TIMES_MAY_BE_TAKEN_LAB,ATTENDANCE_CENSUS_DATE_EXCLUDED,ATTENDANCE_CHECKPOINT_EXCLUDED,ESOL_COURSE,GOID,IS_CBE_CATALOG,ALLOW_OPEN_ENTRY,ALLOW_OPEN_EXIT,MAX_DAY_DURATION,MAX_REGISTRATION_DAYS,GRADING_METHOD,CENSUS_METHOD,CENSUS_VALUE,LAST_WITHDRAWAL_VALUE,CampusComEligible,UDEF_1A_1,UDEF_1A_2,UDEF_1A_3,UDEF_1A_4,UDEF_1A_5,UDEF_2A_1,UDEF_2A_2,UDEF_2A_3,UDEF_3A_1,UDEF_3A_2,UDEF_3A_3,UDEF_5A_1,UDEF_5A_2,UDEF_5A_3,UDEF_DTE_1,UDEF_TXT,UDEF_DTE_2,UDEF_3_2_1,UDEF_3_2_2,UDEF_5_2_1,UDEF_5_2_2,UDEF_5_2_3,UDEF_5_2_4,UDEF_7_2_1,UDEF_7_2_2,UDEF_7_2_3,UDEF_7_2_4,UDEF_7_2_5,UDEF_7_2_6,UDEF_7_2_7,APPROWVERSION,USER_NAME,JOB_NAME,JOB_TIME
1330,1331,*LOCAL,RHE  157                      ,U ,,Media & Mass Communication         ,,Media/Mass Comm,,1.0,I,F,1.0,Y,G1,,,,,,,COM157  ,   ,,99,0,"Exploration of important theories, concepts and terms in media studies. This course examines the production, circulation, and reception of content and provides an introduction to media analysis.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928030,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe1',SMASSOW,w_def_catalog,2016-07-20 15:41:27.287
1331,1332,*LOCAL,RHE  165                      ,U ,,Rdg:Prin/Prac                      ,,Rdg:Prin/Prac  ,,1.0,I,F,1.0,Y,G1,,,,,,,RHE165  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928031,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe2',KWEAVER,w_def_catalog,2010-01-04 11:46:00.000
1332,1333,*LOCAL,RHE  175                      ,U ,,Writers Studio                     ,,Writers Studio ,,0.5,A,F,0.5,Y,G1,,,,,,,RHE175  ,   ,,99,0,"A small-group workshop to help students develop basic writing, revising, and editing skills. May be taken for credit twice. Note: No more than 1.0 credit may be earned by enrolling in RHE-175 and RHE-375. (0.5 course credit)",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,15,N,N,,0.0,0.0,N,C,,FY,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928032,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00\x86\xbay\x15',JChadima,w_def_catalog,2023-05-03 10:14:25.227
1333,1334,*LOCAL,RHE  195                      ,U ,,Theories Human Comm                ,,Thry Human Comm,,1.0,I,F,1.0,Y,G1,,,,,,,RHE195  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928033,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe4',KWEAVER,w_def_catalog,2010-01-04 11:47:00.000
1334,1335,*LOCAL,RHE  200                      ,U ,,Rhetorical Theory and Practice     ,,Rhet Theory    ,,1.0,A,F,0.0,Y,G1,,,,2010-07-01,,,RHE200  ,,,99,0,"Explores the forms and functions of written and spoken language, including the study of classical rhetoric (Plato, Aristotle, Quintilian) and recent developments in rhetorical theory.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928034,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe5',JChadima,w_def_catalog,2022-04-26 09:31:47.230
1335,1336,*LOCAL,RHE  205                      ,U ,,Interviewing                       ,,Interviewing   ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE205  ,   ,,99,0,"Focuses on research interviewing: surveys, informational interviews, ethnographic interviews, and focus group interviews. Teaches both roles in selection and appraisal interviews. Other interview formats explored may include oral history, persuasive, broadcast or entertainment interviews.  Prerequisite: sophomore standing.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928035,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe6',JARCHIBA,w_def_catalog,2010-11-18 13:28:00.000
1336,1337,*LOCAL,RHE  210                      ,U ,,Journalism Practicum               ,,Journalism Prac,,0.2,A,F,0.2,Y,G1,,,,,,,RHE210  ,   ,,99,0,"For Cosmos staff members. Introduction to college newspaper production, with discussions on professionalism, news gathering, ethics, advertising, layout, and computer skills. May be repeated each term a student serves on the Cosmos staff. Advanced students assist with instructing beginners. To receive credit, students complete a term of service to the Cosmos and participate in the workshops at the level agreed upon among the instructor, the editor-in-chief, and the staff member. S/U basis only. A maximum of one credit may be applied to a writing minor and no more than one credit may count toward graduation. Credit for Journalism Practicum is regarded as internship credit . (0.2 course credit)",Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,5,0,N,N,N,1928036,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00yE\x84+',JChadima,w_def_catalog,2022-12-13 14:24:19.240
1337,1338,*LOCAL,RHE  215                      ,U ,,Introduction to Journalism         ,,Intro Journalsm,,1.0,I,F,1.0,Y,G1,,,,,,,COM241  ,   ,,99,0,"Develops journalistic writing skills in several styles (hard news, features, in-depth reporting) and across media (print, audio, video, online).  Topics include information gathering, objectivity, audience, news convergence, news values, civic responsibility, and journalism ethics.  Students investigate the state of news and the roles and responsibilities of journalists in contemporary American society.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928037,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe8',SMASSOW,w_def_catalog,2016-07-20 15:41:19.110
1338,1339,*LOCAL,RHE  225                      ,U ,,Journalism/Media Wtg Wksp          ,,Jrnlsm/Mdia Wtg,,1.0,A,F,1.0,Y,G1,,,,,,,RHE225  ,   ,,99,0,"Introduces and analyzes several forms of writing for media in a digital age.  In addition to print format, students create and analyze interactive and web-based texts while acquiring a systematic approach to compositions in a variety of media.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928038,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe9',JARCHIBA,w_def_catalog,2010-11-18 13:28:00.000
1339,1340,*LOCAL,RHE  230                      ,U ,,Grammar & Style Workshop           ,,Grammar & Style,,1.0,A,F,1.0,Y,G1,,,,2013-03-12,,,RHE230  ,,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,16,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928039,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xea',KPIERSON,w_def_catalog,2013-04-02 09:40:00.000
1340,1341,*LOCAL,RHE  235                      ,U ,,now 237                            ,,now 237        ,,1.0,I,F,1.0,Y,G1,,,,,,,COM237  ,   ,,0,0,"Studies the influence of self-concept, perception, emotions, gender, culture, and verbal and non-verbal expression on communication styles in interpersonal relationships. Students practice specific techniques that facilitate building positive relationships: clear language usage, supportive climate building, and conflict resolution.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928040,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xeb',JCLAPP,of_rename_adv_req_code,2016-07-18 10:46:34.233
1341,1342,*LOCAL,RHE  237                      ,U ,,Interpersonal Communication        ,,Interpers Comm ,,1.0,A,F,1.0,Y,G1,,,,,,,COM237  ,   ,,99,0,"Examines the influence in interpersonal relationships of ethnicity, gender, family, and class on self-concept, perception, emotions, and verbal and non-verbal expression. Students practice specific techniques that facilitate building positive relationships, including such issues as clear language usage, supportive climate building, and conflict resolution.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928041,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xec',JCLAPP,of_rename_adv_req_code,2016-07-18 10:46:34.233
1342,1343,*LOCAL,RHE  245                      ,U ,,now 246                            ,,now 246        ,,1.0,I,F,1.0,Y,G1,,,,,,,COM236  ,   ,,0,0,Explores the nature of communication in situations involving diverse ethnic or cultural groups. Experiential learning is emphasized through class exercises and term projects; students pursue their own intercultural interests through self-selected research projects.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928042,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xed',JCLAPP,of_rename_adv_req_code,2016-07-18 11:12:37.843
1343,1344,*LOCAL,RHE  246                      ,U ,,Intercultural Communication        ,,Intercult Comm ,,1.0,A,F,1.0,Y,G1,,,,,,,COM236  ,   ,,99,0,"Exploration of the role of communication in constructing, navigating, and challenging various markers of similarity and difference.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928043,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xee',JCLAPP,of_rename_adv_req_code,2016-07-18 11:12:37.843
1344,1345,*LOCAL,RHE  255                      ,U ,,The Essay                          ,,The Essay      ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE255  ,   ,,99,0,"Practice in writing a variety of essay forms in non-fiction prose. Students read and discuss essayists chosen to represent a range of prose styles and subjects. Students also practice writing, workshopping, and revising nonfiction essays.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928044,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xef',JChadima,w_def_catalog,2022-04-26 09:33:17.837
1345,1346,*LOCAL,RHE  265                      ,U ,,Professional Writing               ,,Professinl Wrtg,,1.0,A,F,1.0,Y,G1,,,,,,,RHE265  ,   ,,99,0,"Planning, drafting, revising, and presenting documents for business and professional audiences; focus on effective writing and document design. Students compose a variety of texts—resumés, memos, letters, manuals, public relations materials, and/or reports—working both independently and collaboratively; students also give at least one oral presentation, based on a major writing assignment.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928045,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf0',KPIERSON,w_def_catalog,2011-06-20 09:01:00.000
1346,1347,*LOCAL,RHE  275                      ,U ,,Advanced Writers Studio            ,,Adv Wrtr Std   ,,0.5,A,F,0.5,Y,G1,,,,2018-01-29,,,,   ,,99,0,"A small group, multi-genre workshop for experienced writers. May be taken more than once for credit for a maximum of 1.0 credit.  No more than 1.0 credit may be earned by enrolling in RHE-175 and RHE-275. (0.5 course credit)",Y,0.0,F,0.0,0.0,0.0,,CR,0.5,N,20,N,N,COE  ,0.5,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928046,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf1',jupah,w_def_catalog,2018-01-29 09:50:49.797
1347,1348,*LOCAL,RHE  277                      ,U ,,Cultural Studies                   ,,Cult Studies   ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE377  ,   ,,99,0,"An exploration of American culture as a series of “texts” to be read, analyzed, and interpreted from a variety of rhetorical perspectives. Subjects for analysis may include media, art, architecture, lifestyles, entertainment, music, film, theatre, and a wide range of literary genres.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928047,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf2',MBAEHR,of_rename_adv_req_code,2018-01-14 13:13:50.063
1348,1349,*LOCAL,RHE  285                      ,U ,,Technical Writing & Info Design    ,,Technical Wtg  ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE285  ,   ,,99,0,"Introduction to the effective communication of scientific and technical information for both specialist and non-expert audiences. Instruction in audience analysis, writing processes, research strategies, integration of graphics and visual information, and the designing, composing, revising, editing, and assessment of technical documents.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928048,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf3',KPALMER,w_def_catalog,2015-03-30 11:56:48.720
1349,1350,*LOCAL,RHE  305                      ,U ,,Teamwork/LeadershipSmall Group Comm,,Teamwrk/Ldrshp ,,1.0,A,F,1.0,Y,G1,,,,,,,COM331  ,   ,,99,0,"Introduces the basic theories and principles of group communication, including group development, leadership, and conflict resolution. Study and practice of techniques aimed at improving a group communication. Prerequisites:  junior standing or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928049,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf4',JCLAPP,of_rename_adv_req_code,2016-07-18 11:27:23.733
1350,1351,*LOCAL,RHE  312                      ,U ,HU,Writing Center Theory & Practice   ,,Writing Center ,,0.3,A,F,0.3,Y,G1,,,,2010-08-30,,,RHE312  ,   ,,99,0,Explores current topics in writing center research. Students plan and complete a project informed by research and share with writing center peers. Offered fall and spring terms. May be taken more than once for credit for a maximum of 0.9 credits. Prerequisite: Introduction to Writing Center Theory & Practice (RHE-112) (0.3 course credit),Y,0.0,F,0.0,0.0,0.0,,CR,1.2,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,4,0,N,N,N,1928050,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf5',JChadima,w_def_catalog,2022-04-26 09:36:20.500
1351,1352,*LOCAL,RHE  315                      ,U ,,now 317                            ,,now 317        ,,1.0,I,F,1.0,Y,G1,,,,,,,COM337  ,   ,,0,0,Analysis of fundamental strategies in oral persuasion; practice of inquiry and communication techniques that enhance speaker effectiveness in a variety of social contexts.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928051,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf6',JCLAPP,of_rename_adv_req_code,2016-07-18 11:20:14.853
1352,1353,*LOCAL,RHE  317                      ,U ,,Persuasion & Propaganda            ,,Pers/Propaganda,,1.0,I,F,1.0,Y,G1,,,,,,,COM337  ,   ,,99,0,Investigation of the nature and process of persuasion. This course provides practice constructing and analyzing persuasive messages and campaigns. Prerequisite: junior standing or consent of instructor.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928052,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf7',SMASSOW,w_def_catalog,2016-07-21 10:17:58.777
1353,1354,*LOCAL,RHE  325                      ,U ,,Adv Media Writing Workshop         ,,Media Wtg Wksp ,,1.0,A,F,1.0,Y,G1,,,,,,,COM341  ,   ,,99,0,"Students practice adapting written language to oral and/or visual formats while learning to communicate news messages in a variety of broadcast formats, ranging from audio to news-in-the-field to video productions.  Continuing focus on professional standards emphasizing accuracy, conciseness, style, and the conventions of Standard English.  Prerequisite: Introduction to Journalism (RHE-215) or Journalism and Media Writing Workshop (RHE-225).

",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928053,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf8',JCLAPP,of_rename_adv_req_code,2016-07-18 11:22:51.600
1354,1355,*LOCAL,RHE  335                      ,U ,,Writer's Colony                    ,,Writer's Colony,,1.0,A,F,1.0,Y,G1,,,,,,,RHE135  ,   ,,99,0,"An intensive writing workshop taught off campus; students engage in individual and collaborative writing projects. (Offered May Term only)  Prerequisite:  consent of instructor.

2014:  Writing About Baseball: A West Coast Baseball Travel Course
Two road trips, a short road trip to see Major and Minor League games in the Midwest, followed by an 18-day road trip to the West Coast, aiming to see 15 games during that trip will be scheduled. A major focus of this course is considering the respective design of different ball parks and how their design can influence our experience at these games.  Since there is more good writing on baseball than all other American spots combined, students will read a healthy sampling of that literature. Some readings explore the history of baseball and the cultural/social/economic roles the game has fulfilled in American culture since the 1850s. An appreciable portion of the class will be spent on collaborative writing projects.  Estimated cost:  $1950
",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928054,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xf9',MBAEHR,of_rename_adv_req_code,2018-01-21 11:26:56.250
1355,1356,*LOCAL,RHE  345                      ,U ,HU,Writing Wilderness                 ,,WrtngWilderness,,1.0,A,F,1.0,Y,G1,,F ,,,,,RHE345  ,   ,,30,0,"An immersive writing workshop in which students write about their wilderness travel experiences in original prose and poetry. The focus of the student work will be the intersection of self and place. The class considers the idea of wilderness—as a concept, a place, a political designation, and a state of mind—through the lens of diverse environmental writers, theorists and poets across generations. Representative authors include Sigurd Olson, Annie Dillard, Terry Tempest Williams, Lorine Niedecker, Kimberly Blaeser, William Cronon, Robin Wall Kimmerer and Drew Lanham. Students in the class gain experience, confidence, and proficiency in wilderness travel and ethics.
(Offered summers at the Wilderness Field Station)",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,6,N,N,COE  ,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928055,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xfa',JChadima,w_def_catalog,2022-04-26 09:55:40.453
1356,1357,*LOCAL,RHE  355                      ,U ,,now 357                            ,,now 357        ,,1.0,I,F,1.0,Y,G1,,,,,,,RHE257  ,   ,,0,0,"Explores various cultural perceptions of the environment, particularly focusing on classic American environmental writers such as H. D. Thoreau, John Muir, Rachel Carson, Wendell Berry. Examines how various authors and organizations have attempted to define and influence the political, economic, social, and ethical debates on key environmental issues. Assignments include personal essay writing and a major research project on a contemporary environmental controversy.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928056,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xfb',MBAEHR,of_rename_adv_req_code,2018-01-14 13:14:32.037
1357,1358,*LOCAL,RHE  357                      ,U ,,Environmental Rhetoric             ,,Env  Rhetoric  ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE257  ,   ,,99,0,"Explores various cultural perceptions of the environment, particularly focusing on the rhetorical strategies of classic American environmental writers such as H. D. Thoreau, John Muir, and Aldo Leopold and how their writings compare with works from a feminist tradition exemplified in texts by Susan Fenimore Cooper, Mary Austin, Rachel Carson, Carolyn Merchant, etc.  Examines how authors and organizations have attempted to define and influence the political, economic, social, and ethical debates on key environmental issues.  Assignments include personal essays and a major research project.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928057,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xfc',MBAEHR,of_rename_adv_req_code,2018-01-14 13:14:32.037
